idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
2392,40,2,1,0,17.0,1,1,1,1,11.0,13.0,0.0,10.064413,40.0,17.833334,17.833334
2393,37,2,1,0,13.0,0,0,1,0,8.0,3.0,1.0,11.714972,37.0,17.429487,8.916667
2394,39,2,0,0,8.0,0,1,1,1,8.0,8.0,0.0,3.5426712,40.0,10.717949,0.25
2396,40,2,0,0,12.0,0,0,1,0,4.0,6.0,1.0,8.8566837,40.0,16.615385,2.6666667
2400,36,2,1,0,13.0,0,1,1,1,11.0,8.0,0.0,5.7085319,38.0,14.198719,3.8333333
2411,45,2,0,0,6.0,0,1,1,1,11.0,8.0,1.0,4.6296296,40.0,14.211538,8.416667
2412,41,2,1,0,10.0,0,1,1,1,6.0,8.0,0.0,4.2270532,40.0,17.596153,0.58333331
2415,35,1,1,0,12.0,0,1,1,1,7.0,3.0,0.0,7.906601,40.0,15.846154,2.1666667
2418,36,2,0,0,12.0,0,1,1,1,5.0,3.0,0.0,10.837358,40.0,14.891026,7.1666665
2419,40,1,1,0,12.0,0,1,1,0,7.0,3.0,0.0,14.597416,40.0,16.769232,15.583333
2422,39,2,0,1,12.0,0,1,1,1,12.0,3.0,0.0,4.8872786,35.0,13.371794,7.5
2427,38,2,1,0,17.0,1,1,1,0,11.0,13.0,1.0,9.7584505,40.0,15.423077,9.916667
2428,37,2,0,0,16.0,1,1,1,1,11.0,13.0,1.0,5.225441,40.0,16.634615,1.3333334
2430,41,2,1,0,15.0,0,0,1,1,5.0,6.0,0.0,8.0515299,20.0,7.4038463,0.25
2431,35,2,1,0,18.0,1,0,1,0,11.0,13.0,1.0,11.610305,40.0,11.326923,2.5
2432,38,1,1,0,17.0,1,1,1,1,7.0,4.0,0.0,15.48309,50.0,11.903846,1.3333334
2434,41,2,0,0,10.0,0,1,1,1,11.0,8.0,,3.083194,40.0,14.01923,0.5
2439,35,2,0,1,11.0,0,1,1,1,11.0,8.0,0.0,5.0322061,40.0,16.0,16.0
2442,40,1,1,0,12.0,0,1,1,0,7.0,3.0,0.0,8.8566837,32.0,10.596154,3.3333333
2443,40,1,1,0,12.0,0,1,1,0,11.0,3.0,0.0,5.4750395,35.0,6.1923075,1.8333334
2445,38,1,0,0,12.0,0,1,1,0,4.0,3.0,0.0,4.8309178,40.0,4.8589745,1.6666666
2446,35,1,1,0,12.0,0,1,1,0,11.0,8.0,,3.4460845,15.0,2.5769231,0.16666667
2448,37,1,1,0,11.0,0,1,1,1,7.0,3.0,0.0,5.0322061,40.0,8.7884617,1.3333334
2449,36,1,1,0,12.0,0,0,1,1,11.0,2.0,1.0,4.5088553,35.0,1.9230769,1.8333334
2450,39,1,1,0,13.0,0,0,0,0,7.0,2.0,0.0,5.5636067,47.0,9.9230766,3.6666667
2453,41,2,0,0,14.0,0,1,1,0,4.0,1.0,0.0,7.801928,40.0,11.884616,1.8333334
2454,38,2,1,0,12.0,0,1,1,1,5.0,3.0,1.0,9.2592592,40.0,16.397436,16.333334
2457,36,2,1,0,12.0,0,1,1,1,9.0,7.0,0.0,2.0128825,3.0,3.5,3.5
2458,40,2,1,0,16.0,1,1,1,1,7.0,3.0,0.0,6.1916251,30.0,4.8076925,4.25
2461,37,2,0,0,4.0,0,1,1,1,6.0,6.0,0.0,3.260869,18.0,15.410255,12.333333
2466,37,1,1,0,16.0,1,1,1,1,11.0,13.0,0.0,6.1916251,20.0,9.5961533,3.1666667
2469,37,2,1,0,12.0,0,0,1,0,12.0,3.0,,10.451505,40.0,14.711538,13.833333
2476,37,2,1,0,12.0,0,1,1,1,7.0,2.0,1.0,7.7455678,38.0,15.339744,3.25
2479,37,2,1,0,15.0,0,1,1,0,11.0,1.0,1.0,15.09662,40.0,18.685896,11.0
2480,45,1,1,0,12.0,0,1,1,1,10.0,2.0,0.0,10.32206,45.0,18.993591,3.4166667
2484,43,2,0,1,12.0,0,1,1,1,11.0,8.0,0.0,5.0224862,20.0,5.0192308,0.66666669
2486,43,2,1,0,9.0,0,1,1,1,12.0,3.0,1.0,11.070854,40.0,18.641027,9.916667
2487,36,2,0,0,12.0,0,1,1,0,11.0,3.0,0.0,7.1070237,40.0,14.076922,0.16666667
2491,36,2,0,0,12.0,0,1,1,0,11.0,3.0,1.0,7.3188381,40.0,17.717949,3.4166667
2494,36,2,0,0,12.0,0,1,1,1,6.0,3.0,,3.5535119,40.0,1.9038461,0.91666669
2503,45,1,1,0,12.0,0,1,1,0,7.0,3.0,0.0,6.8438005,35.0,18.384615,0.0
2504,37,1,0,0,13.0,0,1,1,1,3.0,3.0,0.0,8.2608652,45.0,17.051283,7.25
2506,41,1,1,0,12.0,0,0,1,0,5.0,5.0,0.0,11.618352,40.0,16.653847,0.58333331
2510,37,1,1,0,11.0,0,1,0,0,4.0,11.0,1.0,4.8499985,40.0,7.2692308,5.75
2514,40,1,1,0,12.0,0,1,1,1,5.0,3.0,0.0,8.1320438,40.0,13.807693,10.583333
2517,45,2,0,1,14.0,0,1,1,1,6.0,3.0,0.0,6.4412241,40.0,17.22436,3.5
2518,36,1,1,0,12.0,0,1,1,0,7.0,3.0,0.0,7.4396124,15.0,10.493589,3.75
2520,45,1,0,0,14.0,0,1,1,1,11.0,3.0,,3.7625415,20.0,11.410257,0.41666666
2522,39,2,0,0,16.0,1,1,1,1,6.0,3.0,0.0,2.8985493,35.0,13.057693,1.5
2523,35,2,1,0,16.0,1,1,1,0,7.0,1.0,0.0,6.0386477,40.0,15.064103,2.4166667
2526,38,2,0,1,18.0,1,1,1,1,11.0,13.0,1.0,10.22544,40.0,15.833333,15.833333
2528,41,2,0,0,15.0,0,1,1,1,8.0,3.0,0.0,4.2892957,40.0,12.423077,2.0
2529,38,1,1,0,11.0,0,1,1,0,6.0,4.0,,4.1806021,60.0,12.846154,1.4166666
2532,35,1,1,0,8.0,0,1,1,0,7.0,3.0,,6.229095,35.0,11.884615,0.58333331
2535,35,1,0,0,12.0,0,1,1,1,8.0,2.0,,3.7189493,50.0,10.480769,3.3333333
2537,36,1,1,0,12.0,0,1,1,1,7.0,3.0,,4.8274837,40.0,16.756411,2.4166667
2538,37,1,1,0,18.0,1,0,1,0,11.0,13.0,0.0,8.3655386,60.0,14.519231,2.9166667
2541,42,1,0,0,18.0,1,0,1,0,11.0,3.0,0.0,15.48309,45.0,13.5,4.5
2544,36,1,1,0,15.0,0,1,1,1,4.0,3.0,,4.8274837,40.0,15.307693,5.8333335
2545,35,1,1,0,13.0,0,0,1,0,4.0,2.0,,32.158459,50.0,11.0,2.0833333
2546,38,1,1,0,16.0,1,1,0,0,1.0,9.0,0.0,8.0515299,40.0,18.897436,13.5
2548,35,1,1,0,16.0,1,1,1,1,7.0,2.0,0.0,17.415449,40.0,15.006411,7.25
2552,38,2,1,0,17.0,1,1,1,1,12.0,3.0,1.0,10.450882,40.0,16.365385,8.333333
2554,39,2,1,0,16.0,1,0,1,0,4.0,1.0,,40.198082,40.0,15.211538,10.083333
2555,40,2,0,0,16.0,1,0,1,1,11.0,3.0,0.0,10.064413,35.0,15.647436,13.583333
2556,37,2,1,0,12.0,0,1,1,0,11.0,3.0,0.0,4.2592573,40.0,11.75,4.75
2557,40,1,1,0,12.0,0,1,1,0,11.0,3.0,0.0,5.5797076,40.0,5.8269229,3.8333333
2559,41,2,1,0,13.0,0,1,1,1,5.0,3.0,1.0,9.6457291,40.0,17.737179,17.666666
2560,39,2,1,0,12.0,0,1,1,1,12.0,3.0,1.0,5.8051524,40.0,16.173077,1.6666666
2564,45,1,0,1,18.0,1,1,1,0,6.0,1.0,,12.541805,36.0,18.891024,0.41666666
2569,43,2,0,0,16.0,1,1,1,1,12.0,1.0,1.0,8.0756826,35.0,7.3397441,3.4166667
2571,40,1,0,0,18.0,1,1,1,1,11.0,1.0,0.0,24.001608,40.0,10.826923,4.9166665
2575,40,2,0,0,7.0,0,1,1,1,3.0,6.0,1.0,6.0789042,40.0,3.3333333,3.3333333
2579,37,2,0,1,18.0,1,1,1,1,12.0,1.0,0.0,19.742342,40.0,13.173077,8.583333
2580,45,1,1,0,11.0,0,1,1,0,6.0,3.0,0.0,5.7487917,35.0,4.5,0.33333334
2582,40,1,1,0,12.0,0,1,1,0,6.0,3.0,0.0,4.8309178,40.0,7.8653846,1.5
2583,40,1,0,0,12.0,0,1,1,1,6.0,2.0,,2.875546,,7.9038463,0.66666669
2586,40,2,0,0,17.0,1,1,1,1,12.0,1.0,0.0,13.268916,35.0,18.153847,3.4166667
2590,45,1,0,0,10.0,0,1,1,1,4.0,6.0,0.0,3.3011258,40.0,4.2115383,1.9166666
2593,41,1,1,0,12.0,0,0,0,0,6.0,3.0,0.0,4.0257649,40.0,19.750002,0.41666666
2594,42,1,1,0,10.0,0,1,1,0,6.0,2.0,0.0,5.2334948,20.0,12.173077,1.5
2596,42,2,1,0,12.0,0,1,1,1,11.0,3.0,1.0,6.4009633,40.0,20.403847,20.333334
2597,37,2,1,0,12.0,0,1,1,1,11.0,3.0,0.0,6.4412241,32.0,14.884616,7.1666665
2598,35,2,0,0,14.0,0,1,1,1,7.0,2.0,0.0,7.5523334,40.0,14.326923,7.75
2605,44,1,0,0,14.0,0,1,0,0,9.0,3.0,,4.1806021,40.0,11.782052,0.25
2606,43,1,1,0,12.0,0,0,1,1,11.0,3.0,1.0,3.9613514,25.0,9.8974352,
2607,44,1,1,0,12.0,0,1,0,0,12.0,1.0,0.0,6.9645681,40.0,15.814102,3.3333333
2608,43,1,1,0,16.0,1,1,1,0,11.0,1.0,0.0,10.451505,20.0,18.057692,13.166667
2610,45,1,1,0,13.0,0,1,1,0,11.0,13.0,0.0,5.9178729,20.0,6.6987181,0.0
2611,39,2,0,0,18.0,1,1,1,1,11.0,13.0,1.0,11.151368,50.0,16.942308,16.916666
2612,35,2,1,0,18.0,1,1,1,1,11.0,1.0,,30.338171,53.0,10.615385,1.5
2613,39,2,1,0,15.0,1,1,1,0,11.0,3.0,,40.74659,38.0,10.692307,1.5
2615,35,2,0,1,14.0,0,0,1,1,7.0,2.0,,14.514425,40.0,15.01282,10.0
2617,44,2,1,0,16.0,1,1,1,0,11.0,1.0,1.0,2.5201283,40.0,7.6666665,3.25
2619,41,1,0,0,10.0,0,0,1,1,6.0,3.0,0.0,2.6811595,12.0,8.6153851,2.9166667
2623,41,2,0,0,9.0,0,1,1,1,9.0,6.0,1.0,3.3011258,40.0,11.538462,3.25
2624,36,2,0,1,8.0,0,1,1,1,9.0,6.0,1.0,3.8083735,40.0,7.5064101,6.1666665
2625,44,1,1,0,12.0,0,1,1,0,11.0,3.0,0.0,4.0257649,20.0,11.448718,2.4166667
2627,44,1,0,0,12.0,0,1,1,1,11.0,3.0,0.0,6.1916251,40.0,7.2307692,2.4166667
2628,39,1,1,0,13.0,0,1,1,0,12.0,3.0,0.0,7.7455678,40.0,15.807693,9.25
2636,43,2,1,0,12.0,0,1,1,0,6.0,1.0,0.0,8.0515299,50.0,14.538462,13.5
2640,41,2,0,0,13.0,1,1,1,0,11.0,2.0,0.0,9.3558741,48.0,15.153847,6.0
2642,37,2,1,0,14.0,0,1,1,0,12.0,1.0,0.0,12.777775,40.0,12.397437,11.333333
2644,38,2,0,1,16.0,1,1,1,1,12.0,1.0,0.0,8.9049911,40.0,16.0,16.0
2647,40,2,0,0,11.0,0,1,1,1,11.0,8.0,1.0,5.9822836,60.0,12.25,12.25
2654,35,2,0,1,12.0,0,1,1,0,4.0,6.0,1.0,10.59581,38.0,13.115385,2.6666667
2655,36,2,0,1,12.0,0,1,1,0,3.0,11.0,,8.5702353,24.0,4.9423075,0.33333334
2658,36,2,0,0,12.0,0,1,1,1,6.0,4.0,,3.0017905,6.0,0.91666669,0.91666669
2659,35,2,0,0,14.0,0,1,1,1,5.0,6.0,1.0,11.610305,40.0,9.9230766,9.916667
2661,35,2,1,0,12.0,0,0,1,0,4.0,3.0,1.0,11.980676,40.0,5.2884617,2.0
2662,37,2,0,0,11.0,0,1,1,1,4.0,6.0,0.0,5.3542652,40.0,14.865385,14.833333
2663,42,1,1,0,12.0,0,1,1,0,9.0,3.0,0.0,4.0257649,4.0,8.0384617,1.4166666
2664,38,1,0,1,18.0,1,0,1,1,11.0,1.0,0.0,15.48309,45.0,13.75,6.4166665
2666,37,1,1,0,18.0,1,1,0,0,11.0,1.0,1.0,6.4492707,60.0,6.7115383,3.0
2669,40,1,0,0,17.0,1,1,1,0,11.0,2.0,0.0,16.771326,60.0,18.384617,7.8333335
2670,36,1,1,0,16.0,1,0,0,0,11.0,1.0,1.0,10.064413,16.0,13.326923,2.6666667
2671,39,2,0,0,18.0,1,1,1,0,5.0,1.0,1.0,12.117548,46.0,16.192308,9.666667
2674,37,1,0,1,14.0,1,1,1,0,6.0,2.0,0.0,6.8840547,45.0,17.788462,11.833333
2675,44,1,0,1,16.0,1,1,1,0,12.0,1.0,0.0,16.256029,40.0,18.134615,8.166667
2677,35,2,0,1,12.0,0,1,1,1,8.0,8.0,,2.7870672,15.0,7.1410255,0.41666666
2678,41,1,1,0,9.0,0,1,1,0,5.0,6.0,0.0,4.4283414,30.0,4.6730771,3.1666667
2679,44,1,1,0,12.0,0,1,1,0,7.0,2.0,0.0,10.185181,38.0,16.615385,14.583333
2680,39,1,1,0,12.0,0,1,1,0,11.0,8.0,0.0,12.278584,40.0,16.153847,15.5
2681,36,1,0,1,15.0,1,1,1,1,6.0,2.0,,4.3896322,50.0,4.7435899,0.75
2685,36,1,1,0,15.0,0,1,1,1,12.0,2.0,,8.575592,60.0,16.121794,7.1666665
2701,45,1,1,0,12.0,0,0,1,0,4.0,3.0,,4.0257649,40.0,17.576923,1.4166666
2704,41,1,1,0,18.0,1,1,1,0,11.0,1.0,0.0,9.6779356,40.0,14.730769,2.0833333
2707,35,1,1,0,12.0,0,1,1,1,12.0,3.0,0.0,7.6650548,40.0,14.698717,14.666667
2708,40,1,0,1,12.0,0,1,1,1,12.0,12.0,1.0,6.6103048,40.0,16.634615,11.75
2709,37,1,1,0,13.0,0,1,1,1,12.0,1.0,0.0,13.550715,40.0,16.378204,7.5
2710,35,1,1,0,12.0,0,1,1,1,11.0,8.0,0.0,5.297905,40.0,11.288462,5.5833335
2711,38,1,1,0,12.0,0,1,1,1,4.0,6.0,0.0,6.8760014,35.0,13.294871,12.25
2712,37,1,0,0,12.0,0,1,1,1,9.0,3.0,0.0,4.0257649,32.0,8.4423075,0.75
2713,34,1,1,0,6.0,0,1,1,1,11.0,8.0,0.0,3.1078897,25.0,5.7884612,3.25
2715,41,1,1,0,14.0,0,1,1,1,7.0,3.0,0.0,5.2334948,20.0,16.173077,3.0
2716,39,1,0,1,17.0,1,1,1,1,12.0,3.0,1.0,14.009657,42.0,18.891026,18.833334
2717,37,1,1,0,12.0,0,1,1,1,12.0,3.0,0.0,5.9903369,40.0,13.480769,11.0
2719,43,1,1,0,12.0,0,1,0,0,11.0,3.0,0.0,7.2302709,36.0,18.557692,11.083333
2722,38,1,0,0,13.0,0,1,1,1,12.0,2.0,1.0,5.6602244,40.0,9.2371798,1.4166666
2723,37,1,0,1,11.0,0,1,1,1,5.0,3.0,0.0,4.3478236,44.0,16.583332,10.0
2724,43,1,0,0,17.0,1,1,1,1,11.0,13.0,0.0,10.056358,40.0,16.865385,16.833334
2725,40,1,1,0,14.0,0,1,1,1,12.0,1.0,0.0,9.42834,40.0,18.038462,4.75
2730,39,1,1,0,12.0,0,1,1,1,11.0,8.0,0.0,2.6972613,15.0,7.7884617,3.3333333
2734,36,1,1,0,16.0,1,1,1,1,3.0,2.0,0.0,11.352655,45.0,15.410256,7.5833335
2735,34,1,1,0,17.0,1,1,1,1,8.0,2.0,0.0,10.636071,38.0,12.147436,6.3333335
2737,36,1,0,0,12.0,0,0,1,0,2.0,3.0,,40.198082,40.0,12.115385,2.1666667
2739,41,2,1,0,15.0,0,1,1,1,11.0,1.0,1.0,4.8389683,40.0,13.5,9.916667
2741,39,2,1,0,17.0,1,1,1,0,11.0,13.0,0.0,9.0901718,45.0,14.583333,3.4166667
2742,41,2,1,0,11.0,0,1,1,1,8.0,8.0,,2.801002,18.0,13.653847,0.33333334
2743,38,2,0,1,13.0,0,1,1,1,9.0,3.0,1.0,3.9452477,40.0,8.1858978,7.6666665
2745,41,2,1,0,12.0,0,1,1,1,7.0,3.0,0.0,6.9887218,40.0,18.596153,14.0
2746,36,2,0,1,12.0,0,1,1,1,12.0,3.0,0.0,6.4412241,40.0,15.839743,1.4166666
2752,44,1,1,0,18.0,1,1,1,1,11.0,3.0,0.0,5.9017696,30.0,14.942308,6.9166665
2753,38,1,0,1,18.0,1,1,1,1,12.0,2.0,0.0,12.077295,50.0,18.391026,13.75
2757,36,2,0,0,12.0,0,1,1,1,11.0,1.0,1.0,4.3397741,38.0,14.653846,3.6666667
2760,34,1,1,0,12.0,0,1,1,0,3.0,8.0,0.0,8.0515299,2.0,9.3910246,1.3333334
2761,36,1,0,1,17.0,1,1,1,1,6.0,2.0,0.0,9.9999981,48.0,15.653846,2.0833333
2762,36,1,0,0,14.0,0,1,1,1,11.0,1.0,0.0,7.2624769,32.0,14.365385,1.5833334
2764,43,1,1,0,12.0,0,1,1,1,12.0,3.0,0.0,7.5845389,24.0,12.519231,7.5
2769,34,2,0,0,12.0,0,1,1,1,5.0,8.0,0.0,5.370369,45.0,3.3653846,0.83333331
2771,39,1,0,0,12.0,0,1,1,1,4.0,3.0,0.0,6.1191616,40.0,13.891026,10.25
2772,37,1,0,0,11.0,0,1,1,1,9.0,5.0,0.0,4.8309178,40.0,10.660256,1.25
2777,37,2,0,0,12.0,0,1,1,1,6.0,6.0,0.0,4.3075671,40.0,15.564102,1.6666666
2780,44,2,0,0,12.0,0,1,1,1,4.0,6.0,0.0,3.3011258,40.0,13.679488,3.75
2782,39,2,1,0,16.0,1,1,1,1,11.0,3.0,,2.4792998,15.0,6.1153846,1.0833334
2786,35,2,1,0,12.0,0,1,1,1,4.0,6.0,0.0,7.2705307,40.0,12.070513,11.666667
2787,39,1,1,0,17.0,1,0,1,0,4.0,1.0,0.0,15.201282,55.0,17.26923,4.0833335
2790,40,1,1,0,12.0,0,1,1,0,5.0,3.0,1.0,9.4202871,35.0,18.692307,8.416667
2792,43,1,1,0,16.0,1,1,1,0,3.0,3.0,0.0,30.193239,10.0,14.961538,1.3333334
2794,36,1,1,0,16.0,1,1,1,0,12.0,3.0,0.0,10.193234,40.0,14.128205,11.583333
2796,44,1,0,0,12.0,0,1,0,0,4.0,3.0,0.0,6.4009633,40.0,19.038462,4.9166665
2801,37,1,0,1,17.0,1,0,1,0,11.0,13.0,0.0,6.9243145,40.0,14.51282,7.8333335
2806,35,1,1,0,12.0,0,1,0,0,6.0,2.0,0.0,4.8309178,40.0,9.1217957,3.3333333
2815,36,2,0,0,17.0,1,1,1,0,11.0,13.0,1.0,10.217388,50.0,11.942307,8.833333
2816,39,2,1,0,12.0,0,0,1,0,12.0,3.0,0.0,8.8566837,40.0,21.333334,21.333334
2818,41,2,0,0,15.0,0,0,1,1,11.0,3.0,1.0,5.4589362,39.0,10.423077,3.6666667
2820,35,2,0,0,12.0,0,0,1,0,3.0,2.0,0.0,11.755233,40.0,16.48077,14.0
2823,39,1,1,0,18.0,1,1,1,1,11.0,13.0,1.0,9.5974236,50.0,16.326923,8.916667
2825,40,2,0,0,14.0,0,1,1,0,12.0,3.0,0.0,8.1481447,38.0,15.128205,11.083333
2826,35,2,1,0,12.0,0,1,1,0,4.0,6.0,0.0,1.8679547,40.0,0.69230771,0.66666669
2830,38,2,0,1,12.0,0,1,1,0,6.0,8.0,,3.7625415,35.0,14.134615,0.33333334
2831,37,2,0,0,8.0,0,1,1,0,8.0,8.0,0.0,2.6972613,40.0,3.2564104,1.8333334
2834,37,2,0,0,12.0,0,1,1,0,10.0,8.0,0.0,2.6972613,35.0,2.346154,0.0
2835,40,2,1,0,12.0,0,1,1,0,11.0,1.0,0.0,7.5523334,40.0,17.788462,3.4166667
2845,36,2,0,0,14.0,0,1,1,1,12.0,1.0,0.0,7.7455678,38.0,11.634615,3.9166667
2846,37,2,0,1,9.0,0,1,1,0,11.0,6.0,0.0,4.9355855,40.0,9.6730766,7.5833335
2848,41,2,0,0,16.0,1,1,1,1,7.0,2.0,0.0,14.259254,38.0,17.692308,17.416666
2849,43,1,1,0,12.0,0,1,1,1,6.0,4.0,,2.7870672,45.0,16.75,1.0833334
2853,45,2,1,0,9.0,0,1,1,1,9.0,7.0,0.0,4.2270532,20.0,11.615385,1.25
2857,41,2,0,0,12.0,0,1,1,1,6.0,8.0,0.0,3.5829282,40.0,17.98077,2.4166667
2858,41,2,0,0,11.0,0,1,1,0,12.0,5.0,0.0,6.3687601,40.0,11.288462,2.9166667
2864,45,2,1,0,18.0,1,1,1,1,11.0,13.0,1.0,11.618352,40.0,17.98077,15.75
2865,38,2,0,1,12.0,0,1,1,1,11.0,3.0,0.0,2.1578088,25.0,7.75,1.6666666
2868,34,1,0,0,14.0,0,1,0,0,11.0,3.0,0.0,6.9323611,40.0,14.903846,10.5
2869,35,1,0,0,16.0,1,1,1,1,5.0,2.0,0.0,15.09662,40.0,7.6666665,7.6666665
2870,37,2,1,0,10.0,0,1,1,1,4.0,6.0,1.0,3.9452477,40.0,17.012821,3.5
2872,35,2,0,0,18.0,1,0,1,1,4.0,4.0,0.0,12.045089,45.0,12.916666,3.8333333
2874,35,2,0,1,6.0,0,1,1,1,6.0,8.0,0.0,3.1078897,35.0,5.4230771,3.5
2875,34,2,0,1,7.0,0,1,1,0,9.0,8.0,0.0,5.6360707,40.0,6.7179484,0.0
2876,44,2,1,0,8.0,0,1,1,1,6.0,6.0,0.0,3.5265677,52.0,10.891026,3.4166667
2877,43,2,1,0,9.0,0,1,1,1,4.0,6.0,1.0,3.9291444,40.0,16.653847,3.5
2878,45,2,0,0,11.0,0,0,1,0,4.0,6.0,0.0,6.3204498,40.0,15.096154,3.8333333
2880,40,1,1,0,8.0,0,1,0,0,6.0,8.0,,2.9264214,40.0,8.5641031,2.0833333
2883,35,2,1,0,11.0,0,1,1,1,6.0,4.0,0.0,4.8309178,40.0,6.5961537,3.5
2886,38,2,1,0,17.0,1,1,1,1,12.0,3.0,1.0,10.974233,40.0,13.365384,9.833333
2892,35,2,1,0,12.0,0,1,1,1,12.0,8.0,0.0,4.7987108,40.0,12.583333,12.583333
2893,36,2,1,0,18.0,1,1,1,1,11.0,13.0,0.0,8.9049911,40.0,13.685898,11.583333
2894,34,2,0,0,12.0,0,1,1,1,4.0,6.0,1.0,5.0322061,40.0,7.6346154,3.6666667
2895,42,2,0,1,12.0,0,0,1,1,12.0,3.0,1.0,9.3880816,38.0,6.666667,3.1666667
2896,35,2,1,0,12.0,0,1,1,1,4.0,5.0,0.0,11.52979,45.0,16.166666,16.166666
2899,37,1,1,0,17.0,1,1,1,0,12.0,1.0,0.0,14.106273,45.0,13.846153,13.5
2900,42,1,0,0,12.0,0,1,1,0,12.0,3.0,,7.7099943,40.0,14.717949,13.25
2901,40,1,0,0,13.0,0,0,0,0,11.0,3.0,1.0,4.8309178,20.0,10.923078,9.083333
2904,42,1,1,0,16.0,1,1,0,0,11.0,3.0,0.0,5.4347825,35.0,14.942307,2.0833333
2905,37,1,1,0,17.0,1,0,1,1,8.0,1.0,0.0,17.206116,45.0,13.903846,8.916667
2908,36,1,0,0,12.0,0,1,1,0,6.0,8.0,0.0,5.7487917,35.0,16.865385,0.16666667
2910,39,1,0,0,14.0,0,0,0,0,6.0,3.0,,8.3612032,40.0,14.352564,1.6666666
2911,40,1,1,0,15.0,0,0,1,0,12.0,1.0,,9.5671453,40.0,14.679486,3.0833333
2912,37,1,1,0,12.0,0,0,0,0,6.0,3.0,0.0,8.8566837,25.0,13.788462,10.416667
2913,36,1,0,0,13.0,0,1,1,0,10.0,3.0,0.0,12.045089,45.0,13.923077,13.75
2914,41,1,1,0,12.0,0,1,1,0,7.0,4.0,0.0,11.062799,35.0,17.192308,1.5833334
2915,42,1,1,0,18.0,1,1,1,1,12.0,1.0,,14.471302,50.0,15.326923,6.1666665
2917,42,1,1,0,16.0,1,1,1,0,11.0,1.0,1.0,7.2463775,8.0,9.5961542,2.6666667
2918,40,1,1,0,14.0,0,0,1,0,6.0,4.0,,3.938519,10.0,6.3461537,0.5
2919,44,1,1,0,12.0,0,1,1,1,8.0,3.0,0.0,4.8309178,24.0,7.2435889,0.083333336
2921,40,1,1,0,14.0,0,1,1,0,11.0,1.0,0.0,7.7455678,40.0,9.8717947,1.75
2925,40,2,0,1,0.0,0,1,1,0,8.0,3.0,0.0,2.8180354,30.0,5.2692308,1.3333334
2927,39,1,1,0,17.0,1,0,1,0,11.0,3.0,,6.2724009,22.0,13.410256,7.0833335
2932,38,1,0,0,16.0,1,1,1,0,12.0,1.0,0.0,12.38325,40.0,14.25,4.6666665
2934,37,1,0,0,14.0,0,0,1,0,11.0,2.0,1.0,11.610305,40.0,17.948719,6.9166665
2936,37,1,0,1,18.0,1,0,1,0,11.0,2.0,0.0,10.32206,45.0,17.634615,7.9166665
2939,45,1,1,0,12.0,0,1,1,0,5.0,3.0,0.0,11.553946,37.0,14.673077,10.5
2940,41,1,1,0,12.0,0,1,1,0,12.0,3.0,0.0,12.38325,40.0,17.115385,6.3333335
2942,36,1,1,0,12.0,0,1,1,1,11.0,1.0,0.0,17.344109,32.0,11.724359,0.33333334
2943,39,1,0,0,17.0,1,1,0,0,11.0,1.0,1.0,8.558774,38.0,11.833333,11.833333
2945,40,1,1,0,12.0,0,1,0,0,6.0,4.0,0.0,3.2689192,40.0,10.961538,2.75
2946,44,1,1,0,11.0,0,1,1,0,9.0,8.0,,4.4792142,56.0,5.6474357,1.1666666
2949,38,1,1,0,12.0,0,1,0,0,4.0,6.0,0.0,4.5088553,40.0,26.03846,16.0
2951,34,1,1,0,12.0,0,1,0,0,4.0,6.0,1.0,4.4202881,35.0,7.7371798,3.75
2954,44,1,1,0,12.0,0,1,0,0,4.0,6.0,0.0,4.2270532,40.0,13.801282,12.166667
2955,36,1,0,0,14.0,0,1,0,0,4.0,6.0,0.0,7.1497569,35.0,12.352564,11.166667
2957,40,1,1,0,11.0,0,1,0,0,6.0,6.0,0.0,2.4154589,70.0,5.8461537,
2958,41,1,1,0,12.0,0,1,0,0,11.0,8.0,0.0,4.0257649,30.0,12.448718,1.8333334
2960,45,1,1,0,12.0,0,1,0,0,6.0,3.0,0.0,6.3607068,40.0,21.160255,18.5
2967,45,1,1,0,13.0,0,1,0,0,4.0,2.0,0.0,10.837358,40.0,18.76923,5.9166665
2969,36,1,1,0,16.0,1,1,1,0,8.0,1.0,0.0,6.0386477,20.0,13.923077,0.083333336
2971,42,1,0,0,12.0,0,1,0,0,3.0,3.0,0.0,4.8953285,44.0,13.75,2.5833333
2972,36,1,1,0,12.0,0,1,0,0,4.0,2.0,0.0,5.217391,40.0,12.5,6.3333335
2973,35,1,1,0,13.0,0,1,0,0,7.0,2.0,0.0,5.4186792,40.0,13.679487,3.6666667
2976,35,1,0,0,12.0,0,1,0,0,4.0,6.0,0.0,3.220612,40.0,2.7051282,1.25
2977,40,1,1,0,12.0,0,1,0,0,7.0,4.0,,33.498402,48.0,10.884615,0.91666669
2978,39,1,0,0,12.0,0,1,0,0,4.0,6.0,0.0,5.8615127,40.0,16.634615,4.6666665
2979,38,1,0,0,12.0,0,1,0,0,4.0,6.0,0.0,3.6231885,40.0,17.102564,3.3333333
2984,44,1,0,0,9.0,0,0,1,1,4.0,6.0,1.0,8.8727846,70.0,18.653847,1.4166666
2985,44,1,1,0,12.0,0,1,0,0,6.0,2.0,0.0,4.9516888,36.0,8.8846159,7.8333335
